key,category,exerciseName,language_en,name_en,language_fr,name_fr
CURL_LYING_CONCENTRATION_CABLE_CURL,CURL,LYING_CONCENTRATION_CABLE_CURL,en,Lying Concentration Cable Curl,fr,Flexion couchée avec câble
CURL_ONE_ARM_CONCENTRATION_CURL,CURL,ONE_ARM_CONCENTRATION_CURL,en,One-arm Concentration Curl,fr,Curl concentré d'un bras
CURL_ONE_ARM_PREACHER_CURL,CURL,ONE_ARM_PREACHER_CURL,en,One-arm Preacher Curl,fr,Pupitre à biceps avec un bras
CURL_PLATE_PINCH_CURL,CURL,PLATE_PINCH_CURL,en,Plate Pinch Curl,fr,Pincement de disque et curl
CURL_PREACHER_CURL_WITH_CABLE,CURL,PREACHER_CURL_WITH_CABLE,en,Preacher Curl with Cable,fr,Pupitre à biceps à la poulie
CURL_REVERSE_EZ_BAR_CURL,CURL,REVERSE_EZ_BAR_CURL,en,Reverse EZ-Bar Curl,fr,Flexion inversée sur barre EZ
CURL_REVERSE_GRIP_BARBELL_BICEPS_CURL,CURL,REVERSE_GRIP_BARBELL_BICEPS_CURL,en,Reverse-grip Barbell Biceps Curl,fr,Flexion biceps avec barre à disques en prise inversée
CURL_REVERSE_GRIP_WRIST_CURL,CURL,REVERSE_GRIP_WRIST_CURL,en,Reverse-grip Wrist Curl,fr,Curl poignet à prise inversée
CURL_SEATED_ALTERNATING_DUMBBELL_BICEPS_CURL,CURL,SEATED_ALTERNATING_DUMBBELL_BICEPS_CURL,en,Seated Alternating Dumbbell Biceps Curl,fr,Curl assis avec haltères en alternance
CURL_SEATED_DUMBBELL_BICEPS_CURL,CURL,SEATED_DUMBBELL_BICEPS_CURL,en,Seated Dumbbell Biceps Curl,fr,Flexion biceps assis avec haltères
CURL_SEATED_REVERSE_DUMBBELL_CURL,CURL,SEATED_REVERSE_DUMBBELL_CURL,en,Seated Reverse Dumbbell Curl,fr,Flexion assis avec haltères
CURL_SPLIT_STANCE_OFFSET_PINKY_DUMBBELL_CURL,CURL,SPLIT_STANCE_OFFSET_PINKY_DUMBBELL_CURL,en,Split-stance Offset Pinky Dumbbell Curl,fr,Flexion en fente décalée avec haltères
CURL_STANDING_ALTERNATING_DUMBBELL_CURLS,CURL,STANDING_ALTERNATING_DUMBBELL_CURLS,en,Standing Alternating Dumbbell Curls,fr,Flexions debout alternées avec haltères
CURL_STANDING_DUMBBELL_BICEPS_CURL,CURL,STANDING_DUMBBELL_BICEPS_CURL,en,Standing Dumbbell Biceps Curl,fr,Flexion biceps debout avec haltères
CURL_STANDING_EZ_BAR_BICEPS_CURL,CURL,STANDING_EZ_BAR_BICEPS_CURL,en,Standing EZ-Bar Biceps Curl,fr,Flexion biceps sur barre EZ
CURL_STANDING_ZOTTMAN_BICEPS_CURL,CURL,STANDING_ZOTTMAN_BICEPS_CURL,en,Standing Zottman Biceps Curl,fr,Flexion biceps avec montée en supination et descente en pronation debout
CURL_STATIC_CURL,CURL,STATIC_CURL,en,Static Curl,fr,Flexion statique
CURL_SWISS_BALL_DUMBBELL_OVERHEAD_TRICEPS_EXTENSION,CURL,SWISS_BALL_DUMBBELL_OVERHEAD_TRICEPS_EXTENSION,en,Swiss Ball Dumbbell Overhead Triceps Extension,fr,Extension triceps avant avec haltères sur ballon d'exercices
CURL_SWISS_BALL_EZ_BAR_PREACHER_CURL,CURL,SWISS_BALL_EZ_BAR_PREACHER_CURL,en,Swiss Ball EZ-Bar Preacher Curl,fr,Pupitre à biceps avec barre EZ sur ballon d'exercices
CURL_TWISTING_STANDING_DUMBBELL_BICEPS_CURL,CURL,TWISTING_STANDING_DUMBBELL_BICEPS_CURL,en,Twisting Standing Dumbbell Biceps Curl,fr,Flexion-rotation biceps debout
CURL_WIDE_GRIP_EZ_BAR_BICEPS_CURL,CURL,WIDE_GRIP_EZ_BAR_BICEPS_CURL,en,Wide-grip EZ-Bar Biceps Curl,fr,Flexion biceps prise large sur barre EZ
DEADLIFT_BARBELL_DEADLIFT,DEADLIFT,BARBELL_DEADLIFT,en,Barbell Deadlift,fr,Soulevé de terre avec barre
DEADLIFT_BARBELL_STRAIGHT_LEG_DEADLIFT,DEADLIFT,BARBELL_STRAIGHT_LEG_DEADLIFT,en,Barbell Straight-leg Deadlift,fr,Soulevé de terre appui verrouillé
DEADLIFT_DEADLIFT,DEADLIFT,DEADLIFT,en,Deadlift,fr,Soulevé de terre
DEADLIFT_DUMBBELL_DEADLIFT,DEADLIFT,DUMBBELL_DEADLIFT,en,Dumbbell Deadlift,fr,Soulevé de terre
DEADLIFT_DUMBBELL_SINGLE_LEG_DEADLIFT_TO_ROW,DEADLIFT,DUMBBELL_SINGLE_LEG_DEADLIFT_TO_ROW,en,Dumbbell Single-leg Deadlift to Row,fr,Soulevé de terre sur tirage sur une jambe avec haltères
DEADLIFT_DUMBBELL_STRAIGHT_LEG_DEADLIFT,DEADLIFT,DUMBBELL_STRAIGHT_LEG_DEADLIFT,en,Dumbbell Straight-leg Deadlift,fr,Soulevé de terre jambes tendues avec haltères
DEADLIFT_KETTLEBELL_DEADLIFT,DEADLIFT,KETTLEBELL_DEADLIFT,en,Kettlebell Deadlift,fr,Soulevé de terre avec kettlebell
DEADLIFT_KETTLEBELL_FLOOR_TO_SHELF,DEADLIFT,KETTLEBELL_FLOOR_TO_SHELF,en,Kettlebell Floor to Shelf,fr,Soulevé en diagonal avec Kettlebell
DEADLIFT_KETTLEBELL_SUMO_DEADLIFT,DEADLIFT,KETTLEBELL_SUMO_DEADLIFT,en,Kettlebell Sumo Deadlift,fr,Soulevé de terre sumo avec kettlebell
DEADLIFT_ONE_ARM_ONE_LEG_DEADLIFT,DEADLIFT,ONE_ARM_ONE_LEG_DEADLIFT,en,One-arm One-leg Deadlift,fr,Soulevé de terre à un bras et une jambe.
DEADLIFT_RACK_PULL,DEADLIFT,RACK_PULL,en,Rack Pull,fr,Tirage rack
DEADLIFT_ROMANIAN_DEADLIFT,DEADLIFT,ROMANIAN_DEADLIFT,en,Romanian Deadlift,fr,Soulevé de terre roumain
DEADLIFT_ROTATIONAL_DUMBBELL_STRAIGHT_LEG_DEADLIFT,DEADLIFT,ROTATIONAL_DUMBBELL_STRAIGHT_LEG_DEADLIFT,en,Rotational Dumbbell Straight-leg Deadlift,fr,"Soulevés de terre, jambes tendues, en pivot"
DEADLIFT_SINGLE_ARM_DEADLIFT,DEADLIFT,SINGLE_ARM_DEADLIFT,en,Single-arm Deadlift,fr,Soulevé de terre à un bras
DEADLIFT_SINGLE_LEG_BARBELL_DEADLIFT,DEADLIFT,SINGLE_LEG_BARBELL_DEADLIFT,en,Single-leg Barbell Deadlift,fr,Soulevé de terre sur une jambe
DEADLIFT_SINGLE_LEG_BARBELL_STRAIGHT_LEG_DEADLIFT,DEADLIFT,SINGLE_LEG_BARBELL_STRAIGHT_LEG_DEADLIFT,en,Single-leg Barbell Straight-leg Deadlift,fr,"Soulevé de terre sur une jambe, appui verrouillé"
DEADLIFT_SINGLE_LEG_DEADLIFT_WITH_BARBELL,DEADLIFT,SINGLE_LEG_DEADLIFT_WITH_BARBELL,en,Single-leg Deadlift with Barbell,fr,Soulevé de terre sur une jambe avec barre
DEADLIFT_SINGLE_LEG_RDL_CIRCUIT,DEADLIFT,SINGLE_LEG_RDL_CIRCUIT,en,Single-leg RDL Circuit,fr,Circuit soulevé de terre roumain sur une jambe
DEADLIFT_SINGLE_LEG_ROMANIAN_DEADLIFT_CIRCUIT,DEADLIFT,SINGLE_LEG_ROMANIAN_DEADLIFT_CIRCUIT,en,Single-leg Romanian Deadlift Circuit,fr,Circuit de soulevé de terre roumain sur une jambe
DEADLIFT_SINGLE_LEG_ROMANIAN_DEADLIFT_WITH_DUMBBELL,DEADLIFT,SINGLE_LEG_ROMANIAN_DEADLIFT_WITH_DUMBBELL,en,Single-leg Romanian Deadlift with Dumbbell,fr,Tirage dos avec haltères sur une jambe
DEADLIFT_STRAIGHT_LEG_DEADLIFT,DEADLIFT,STRAIGHT_LEG_DEADLIFT,en,Straight-leg Deadlift,fr,Soulevé de terre jambes tendues
DEADLIFT_SUMO_DEADLIFT,DEADLIFT,SUMO_DEADLIFT,en,Sumo Deadlift,fr,Soulevé de terre sumo
DEADLIFT_SUMO_DEADLIFT_HIGH_PULL,DEADLIFT,SUMO_DEADLIFT_HIGH_PULL,en,Sumo Deadlift High Pull,fr,Soulevé de terre sumo
DEADLIFT_TRAP_BAR_DEADLIFT,DEADLIFT,TRAP_BAR_DEADLIFT,en,Trap-bar Deadlift,fr,Soulevé de terre avec trap-bar
DEADLIFT_WIDE_GRIP_BARBELL_DEADLIFT,DEADLIFT,WIDE_GRIP_BARBELL_DEADLIFT,en,Wide-grip Barbell Deadlift,fr,"Soulevé de terre à la barre, prise large"
FLYE_ARM_ROTATIONS,FLYE,ARM_ROTATIONS,en,Arm Rotations,fr,Rotations de bras
FLYE_CABLE_CROSSOVER,FLYE,CABLE_CROSSOVER,en,Cable Crossover,fr,Extension croisée à la poulie
FLYE_DECLINE_DUMBBELL_FLYE,FLYE,DECLINE_DUMBBELL_FLYE,en,Decline Dumbbell Fly,fr,Développé couché décliné
FLYE_DUMBBELL_FLYE,FLYE,DUMBBELL_FLYE,en,Dumbbell Fly,fr,Oiseau avec haltères
FLYE_FLYE,FLYE,FLYE,en,Fly,fr,Écarté
FLYE_HUG_A_TREE,FLYE,HUG_A_TREE,en,Hug a Tree,fr,Embrasser un arbre
FLYE_INCLINE_DUMBBELL_FLYE,FLYE,INCLINE_DUMBBELL_FLYE,en,Incline Dumbbell Fly,fr,Écarté couché incliné avec haltères
FLYE_INCLINE_REVERSE_FLYE,FLYE,INCLINE_REVERSE_FLYE,en,Incline Reverse Fly,fr,Écarté inversé incliné
FLYE_KETTLEBELL_FLYE,FLYE,KETTLEBELL_FLYE,en,Kettlebell Fly,fr,Développé couché
FLYE_KNEELING_REAR_FLYE,FLYE,KNEELING_REAR_FLYE,en,Kneeling Rear Fly,fr,Kneeling Rear Fly
FLYE_REAR_DELT_FLY_WHEELCHAIR,FLYE,REAR_DELT_FLY_WHEELCHAIR,en,Rear Delt Fly,fr,Oiseau
FLYE_SINGLE_ARM_STANDING_CABLE_REVERSE_FLYE,FLYE,SINGLE_ARM_STANDING_CABLE_REVERSE_FLYE,en,Single-arm Standing Cable Reverse Fly,fr,Écarté couché à la poulie debout à un bras
FLYE_SWISS_BALL_DUMBBELL_FLYE,FLYE,SWISS_BALL_DUMBBELL_FLYE,en,Swiss Ball Dumbbell Fly,fr,Développé couché sur ballon d'exercice
HIP_RAISE_BARBELL_HIP_THRUST_ON_FLOOR,HIP_RAISE,BARBELL_HIP_THRUST_ON_FLOOR,en,Barbell Hip Thrust on Floor,fr,Extension des hanches avec barre d’haltères au sol
HIP_RAISE_BARBELL_HIP_THRUST_WITH_BENCH,HIP_RAISE,BARBELL_HIP_THRUST_WITH_BENCH,en,Barbell Hip Thrust with Bench,fr,Relevé de bassin avec barre sur banc
HIP_RAISE_BENT_KNEE_SWISS_BALL_REVERSE_HIP_RAISE,HIP_RAISE,BENT_KNEE_SWISS_BALL_REVERSE_HIP_RAISE,en,Bent-knee Swiss Ball Reverse Hip Raise,fr,"Extension hanches, jambes fléchies sur ballon d'exercice"
HIP_RAISE_BRIDGE_WITH_LEG_EXTENSION,HIP_RAISE,BRIDGE_WITH_LEG_EXTENSION,en,Bridge with Leg Extension,fr,Pont avec extension de jambes
HIP_RAISE_CLAMS,HIP_RAISE,CLAMS,en,Clams,fr,Extension latérale jambes pliées
HIP_RAISE_CLAM_BRIDGE,HIP_RAISE,CLAM_BRIDGE,en,Clam Bridge,fr,Exercice de la palourde
HIP_RAISE_FRONT_KICK_TABLETOP,HIP_RAISE,FRONT_KICK_TABLETOP,en,Front Kick Tabletop,fr,Coup de pied direct sur surface plane
HIP_RAISE_HIP_EXTENSION_AND_CROSS,HIP_RAISE,HIP_EXTENSION_AND_CROSS,en,Hip Extension and Cross,fr,Extension des cuisses
HIP_RAISE_HIP_RAISE,HIP_RAISE,HIP_RAISE,en,Hip Raise,fr,Extension De La Hanche
HIP_RAISE_HIP_RAISE_WITH_FEET_ON_SWISS_BALL,HIP_RAISE,HIP_RAISE_WITH_FEET_ON_SWISS_BALL,en,Hip Raise with Feet on Swiss Ball,fr,Extension de hanche les pieds sur le ballon d'exercice
HIP_RAISE_HIP_RAISE_WITH_HEAD_ON_BOSU_BALL,HIP_RAISE,HIP_RAISE_WITH_HEAD_ON_BOSU_BALL,en,Hip Raise with Head on Bosu® Balance Trainer,fr,Élévation de hanches avec la tête sur Bosu® Balance Trainer
HIP_RAISE_HIP_RAISE_WITH_HEAD_ON_SWISS_BALL,HIP_RAISE,HIP_RAISE_WITH_HEAD_ON_SWISS_BALL,en,Hip Raise with Head on Swiss Ball,fr,"Extension hanches, tête sur ballon d'exercice"
HIP_RAISE_HIP_RAISE_WITH_KNEE_SQUEEZE,HIP_RAISE,HIP_RAISE_WITH_KNEE_SQUEEZE,en,Hip Raise with Knee Squeeze,fr,Extension de hanches en serrant les genoux
HIP_RAISE_INCLINE_REAR_LEG_EXTENSION,HIP_RAISE,INCLINE_REAR_LEG_EXTENSION,en,Incline Rear-leg Extension,fr,Extension jambe arrière inclinée
HIP_RAISE_KETTLEBELL_SWING,HIP_RAISE,KETTLEBELL_SWING,en,Kettlebell Swing,fr,Kettlebell Swing
HIP_RAISE_LEG_CIRCLES,HIP_RAISE,LEG_CIRCLES,en,Leg Circles,fr,Rotation des jambes
HIP_RAISE_LEG_LIFT,HIP_RAISE,LEG_LIFT,en,Leg Lift,fr,Levé de jambe
HIP_RAISE_LEG_LIFT_IN_EXTERNAL_ROTATION,HIP_RAISE,LEG_LIFT_IN_EXTERNAL_ROTATION,en,Leg Lift in External Rotation,fr,Lever de jambe en rotation externe
HIP_RAISE_MARCHING_HIP_RAISE,HIP_RAISE,MARCHING_HIP_RAISE,en,Marching Hip Raise,fr,Élévation du bassin
HIP_RAISE_MARCHING_HIP_RAISE_WITH_FEET_ON_A_SWISS_BALL,HIP_RAISE,MARCHING_HIP_RAISE_WITH_FEET_ON_A_SWISS_BALL,en,Marching Hip Raise with Feet on a Swiss Ball,fr,Élévation de hanches pieds sur le ballon d'exercice en marche
HIP_RAISE_REVERSE_HIP_RAISE,HIP_RAISE,REVERSE_HIP_RAISE,en,Reverse Hip Raise,fr,Extension inversée des hanches
HIP_RAISE_SINGLE_LEG_HIP_RAISE,HIP_RAISE,SINGLE_LEG_HIP_RAISE,en,Single-leg Hip Raise,fr,Extension de hanche sur une jambe
HIP_RAISE_SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_BENCH,HIP_RAISE,SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_BENCH,en,Single-leg Hip Raise with Foot on Bench,fr,Extension de hanche sur une jambe avec pied sur banc
HIP_RAISE_SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_BOSU_BALL,HIP_RAISE,SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_BOSU_BALL,en,Single-leg Hip Raise with Foot on Bosu® Balance Trainer,fr,Élévation de hanches sur une jambe avec le pied sur Bosu® Balance Trainer
HIP_RAISE_SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_FOAM_ROLLER,HIP_RAISE,SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_FOAM_ROLLER,en,Single-leg Hip Raise with Foot on Foam Roller,fr,Extension des hanches sur une jambe avec pied sur le rouleau Pilates
HIP_RAISE_SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_MEDICINE_BALL,HIP_RAISE,SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_MEDICINE_BALL,en,Single-leg Hip Raise with Foot on Medicine Ball,fr,Extension des hanches sur une jambe avec pied sur médecine ball
HIP_RAISE_SINGLE_LEG_HIP_RAISE_WITH_HEAD_ON_BOSU_BALL,HIP_RAISE,SINGLE_LEG_HIP_RAISE_WITH_HEAD_ON_BOSU_BALL,en,Single-leg Hip Raise with Head on Bosu® Balance Trainer,fr,Élévation de hanches sur une jambe avec la tête sur Bosu® Balance Trainer
HIP_RAISE_SINGLE_LEG_SWISS_BALL_HIP_RAISE_AND_LEG_CURL,HIP_RAISE,SINGLE_LEG_SWISS_BALL_HIP_RAISE_AND_LEG_CURL,en,Single-leg Swiss Ball Hip Raise and Leg Curl,fr,Pont avec extension de jambes et élévation de hanches sur ballon d'exercice
HIP_RAISE_WEIGHTED_BENT_KNEE_SWISS_BALL_REVERSE_HIP_RAISE,HIP_RAISE,WEIGHTED_BENT_KNEE_SWISS_BALL_REVERSE_HIP_RAISE,en,Weighted Bent-knee Swiss Ball Reverse Hip Raise,fr,"Extensions hanches, jambes fléchies sur ballon d'exercice avec poids"
HIP_RAISE_WEIGHTED_BRIDGE_WITH_LEG_EXTENSION,HIP_RAISE,WEIGHTED_BRIDGE_WITH_LEG_EXTENSION,en,Weighted Bridge with Leg Extension,fr,"Pont avec jambe tendue, avec poids"
HIP_RAISE_WEIGHTED_CLAM_BRIDGE,HIP_RAISE,WEIGHTED_CLAM_BRIDGE,en,Weighted Clam Bridge,fr,Exercice de la palourde avec haltère
HIP_RAISE_WEIGHTED_FRONT_KICK_TABLETOP,HIP_RAISE,WEIGHTED_FRONT_KICK_TABLETOP,en,Weighted Front Kick Tabletop,fr,Coup de pied direct le dos horizontal avec poids
HIP_RAISE_WEIGHTED_HIP_EXTENSION_AND_CROSS,HIP_RAISE,WEIGHTED_HIP_EXTENSION_AND_CROSS,en,Weighted Hip Extension and Cross,fr,Extension des hanches en croisement avec poids
HIP_RAISE_WEIGHTED_HIP_RAISE,HIP_RAISE,WEIGHTED_HIP_RAISE,en,Weighted Hip Raise,fr,Relevé de hanches avec poids
HIP_RAISE_WEIGHTED_HIP_RAISE_WITH_FEET_ON_SWISS_BALL,HIP_RAISE,WEIGHTED_HIP_RAISE_WITH_FEET_ON_SWISS_BALL,en,Weighted Hip Raise with Feet on Swiss Ball,fr,Relevé de hanches pieds sur le ballon d'exercice avec poids
HIP_RAISE_WEIGHTED_HIP_RAISE_WITH_HEAD_ON_BOSU_BALL,HIP_RAISE,WEIGHTED_HIP_RAISE_WITH_HEAD_ON_BOSU_BALL,en,Weighted Hip Raise with Head on Bosu® Balance Trainer,fr,Élévation lestée de hanche avec la tête sur Bosu® Balance Trainer
HIP_RAISE_WEIGHTED_HIP_RAISE_WITH_HEAD_ON_SWISS_BALL,HIP_RAISE,WEIGHTED_HIP_RAISE_WITH_HEAD_ON_SWISS_BALL,en,Weighted Hip Raise with Head on Swiss Ball,fr,Relevé de hanches tête sur le ballon d'exercice avec poids
HIP_RAISE_WEIGHTED_HIP_RAISE_WITH_KNEE_SQUEEZE,HIP_RAISE,WEIGHTED_HIP_RAISE_WITH_KNEE_SQUEEZE,en,Weighted Hip Raise with Knee Squeeze,fr,Relevé des hanches genoux serrés avec poids
HIP_RAISE_WEIGHTED_INCLINE_REAR_LEG_EXTENSION,HIP_RAISE,WEIGHTED_INCLINE_REAR_LEG_EXTENSION,en,Weighted Incline Rear-leg Extension,fr,Extension jambe arrière inclinée avec poids
HIP_RAISE_WEIGHTED_MARCHING_HIP_RAISE,HIP_RAISE,WEIGHTED_MARCHING_HIP_RAISE,en,Weighted Marching Hip Raise,fr,Élévation du bassin et relevé de jambe avec poids
HIP_RAISE_WEIGHTED_MARCHING_HIP_RAISE_WITH_FEET_ON_A_SWISS_BALL,HIP_RAISE,WEIGHTED_MARCHING_HIP_RAISE_WITH_FEET_ON_A_SWISS_BALL,en,Weighted Marching Hip Raise with Feet on a Swiss Ball,fr,Élévation lestée de hanches pieds sur le ballon d'exercice en marche
HIP_RAISE_WEIGHTED_REVERSE_HIP_RAISE,HIP_RAISE,WEIGHTED_REVERSE_HIP_RAISE,en,Weighted Reverse Hip Raise,fr,Relevé de hanches inversé avec poids
HIP_RAISE_WEIGHTED_SINGLE_LEG_HIP_RAISE,HIP_RAISE,WEIGHTED_SINGLE_LEG_HIP_RAISE,en,Weighted Single-leg Hip Raise,fr,Relevé de hanches sur une jambe avec poids
HIP_RAISE_WEIGHTED_SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_BENCH,HIP_RAISE,WEIGHTED_SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_BENCH,en,Weighted Single-leg Hip Raise with Foot on Bench,fr,"Relevé de hanches sur une jambe avec poids, pied sur le banc"
HIP_RAISE_WEIGHTED_SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_BOSU_BALL,HIP_RAISE,WEIGHTED_SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_BOSU_BALL,en,Weighted Single-leg Hip Raise with Foot on Bosu® Balance Trainer,fr,Élévation lestée de hanches sur une jambe avec le pied sur Bosu® Balance Trainer
HIP_RAISE_WEIGHTED_SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_FOAM_ROLLER,HIP_RAISE,WEIGHTED_SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_FOAM_ROLLER,en,Weighted Single-leg Hip Raise with Foot on Foam Roller,fr,"Relevé de hanches sur une jambe avec poids, pied sur le rouleau de massage"
HIP_RAISE_WEIGHTED_SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_MEDICINE_BALL,HIP_RAISE,WEIGHTED_SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_MEDICINE_BALL,en,Weighted Single-leg Hip Raise with Foot on Medicine Ball,fr,"Relevé de hanches sur une jambe avec poids, pied sur le medicine ball"
HIP_RAISE_WEIGHTED_SINGLE_LEG_HIP_RAISE_WITH_HEAD_ON_BOSU_BALL,HIP_RAISE,WEIGHTED_SINGLE_LEG_HIP_RAISE_WITH_HEAD_ON_BOSU_BALL,en,Weighted Single-leg Hip Raise with Head on Bosu® Balance Trainer,fr,Élévation lestée de hanches sur une jambe avec la tête sur Bosu® Balance Trainer
HIP_STABILITY_BAND_SIDE_LYING_LEG_RAISE,HIP_STABILITY,BAND_SIDE_LYING_LEG_RAISE,en,Band Side-lying Leg Raise,fr,Relevé de jambe latéral allongé avec bande élastique
HIP_STABILITY_DEAD_BUG,HIP_STABILITY,DEAD_BUG,en,Dead Bug,fr,Dead Bug
HIP_STABILITY_EXTERNAL_HIP_RAISE,HIP_STABILITY,EXTERNAL_HIP_RAISE,en,External Hip Raise,fr,Extension hanches vers l'extérieur
HIP_STABILITY_FIRE_HYDRANT_KICKS,HIP_STABILITY,FIRE_HYDRANT_KICKS,en,Fire Hydrant Kicks,fr,Coup de pied latéral
HIP_STABILITY_HIP_CIRCLES,HIP_STABILITY,HIP_CIRCLES,en,Hip Circles,fr,Cercles de hanche
HIP_STABILITY_HIP_STABILITY,HIP_STABILITY,HIP_STABILITY,en,Hip Stability,fr,Stabilité des hanches
HIP_STABILITY_INNER_THIGH_LIFT,HIP_STABILITY,INNER_THIGH_LIFT,en,Inner-thigh Lift,fr,Relevé intérieur de cuisse
HIP_STABILITY_LATERAL_WALKS_WITH_BAND_AT_ANKLES,HIP_STABILITY,LATERAL_WALKS_WITH_BAND_AT_ANKLES,en,Lateral Walks with Band at Ankles,fr,Marche latérale avec bande élastique aux chevilles
HIP_STABILITY_LYING_ABDUCTION_STRETCH,HIP_STABILITY,LYING_ABDUCTION_STRETCH,en,Lying Abduction Stretch,fr,Extension abducteurs couché
HIP_STABILITY_PRETZEL_SIDE_KICK,HIP_STABILITY,PRETZEL_SIDE_KICK,en,Pretzel Side Kick,fr,Coup de pied latéral Pretzel
HIP_STABILITY_PRONE_HIP_INTERNAL_ROTATION,HIP_STABILITY,PRONE_HIP_INTERNAL_ROTATION,en,Prone Hip Internal Rotation,fr,"Rotation interne de la hanche, position allongée sur le ventre"
HIP_STABILITY_QUADRUPED,HIP_STABILITY,QUADRUPED,en,Quadruped,fr,Quadrupède
HIP_STABILITY_QUADRUPED_HIP_EXTENSION,HIP_STABILITY,QUADRUPED_HIP_EXTENSION,en,Quadruped Hip Extension,fr,Extension de hanches à quatre pattes
HIP_STABILITY_QUADRUPED_WITH_LEG_LIFT,HIP_STABILITY,QUADRUPED_WITH_LEG_LIFT,en,Quadruped with Leg Lift,fr,Quadrupède avec relevé de jambe
HIP_STABILITY_SIDE_LYING_LEG_RAISE,HIP_STABILITY,SIDE_LYING_LEG_RAISE,en,Side-lying Leg Raise,fr,Élévation latérale de jambe couché
HIP_STABILITY_SLIDING_HIP_ADDUCTION,HIP_STABILITY,SLIDING_HIP_ADDUCTION,en,Sliding Hip Adduction,fr,Abduction de la hanche avec glissement
HIP_STABILITY_STANDING_ADDUCTION,HIP_STABILITY,STANDING_ADDUCTION,en,Standing Adduction,fr,Adduction debout
HIP_STABILITY_STANDING_CABLE_HIP_ABDUCTION,HIP_STABILITY,STANDING_CABLE_HIP_ABDUCTION,en,Standing Cable Hip Abduction,fr,Abduction de la hanche debout à la poulie
HIP_STABILITY_STANDING_HIP_ABDUCTION,HIP_STABILITY,STANDING_HIP_ABDUCTION,en,Standing Hip Abduction,fr,Abduction de la hanche debout
HIP_STABILITY_STANDING_REAR_LEG_RAISE,HIP_STABILITY,STANDING_REAR_LEG_RAISE,en,Standing Rear-leg Raise,fr,Élévation de jambe arrière debout
HIP_STABILITY_SUPINE_HIP_INTERNAL_ROTATION,HIP_STABILITY,SUPINE_HIP_INTERNAL_ROTATION,en,Supine Hip Internal Rotation,fr,"Rotation interne de la hanche, position allongée sur le dos"
HIP_STABILITY_WEIGHTED_DEAD_BUG,HIP_STABILITY,WEIGHTED_DEAD_BUG,en,Weighted Dead Bug,fr,Dead Bug avec poids
HIP_STABILITY_WEIGHTED_EXTERNAL_HIP_RAISE,HIP_STABILITY,WEIGHTED_EXTERNAL_HIP_RAISE,en,Weighted External Hip Raise,fr,Relevé de hanches externe avec poids
HIP_STABILITY_WEIGHTED_FIRE_HYDRANT_KICKS,HIP_STABILITY,WEIGHTED_FIRE_HYDRANT_KICKS,en,Weighted Fire Hydrant Kicks,fr,Coupe de pied latéral avec poids
HIP_STABILITY_WEIGHTED_HIP_CIRCLES,HIP_STABILITY,WEIGHTED_HIP_CIRCLES,en,Weighted Hip Circles,fr,Cercles de hanches avec poids
HIP_STABILITY_WEIGHTED_INNER_THIGH_LIFT,HIP_STABILITY,WEIGHTED_INNER_THIGH_LIFT,en,Weighted Inner-thigh Lift,fr,Relevé intérieur de cuisse avec poids
HIP_STABILITY_WEIGHTED_PRETZEL_SIDE_KICK,HIP_STABILITY,WEIGHTED_PRETZEL_SIDE_KICK,en,Weighted Pretzel Side Kick,fr,Coupe de pied latéral Pretzel avec poids
HIP_STABILITY_WEIGHTED_PRONE_HIP_INTERNAL_ROTATION,HIP_STABILITY,WEIGHTED_PRONE_HIP_INTERNAL_ROTATION,en,Weighted Prone Hip Internal Rotation,fr,"Rotation interne de la hanche, allongé sur le ventre, avec poids"
HIP_STABILITY_WEIGHTED_QUADRUPED_HIP_EXTENSION,HIP_STABILITY,WEIGHTED_QUADRUPED_HIP_EXTENSION,en,Weighted Quadruped Hip Extension,fr,Extension de hanche à quatre pattes avec poids
HIP_STABILITY_WEIGHTED_QUADRUPED_WITH_LEG_LIFT,HIP_STABILITY,WEIGHTED_QUADRUPED_WITH_LEG_LIFT,en,Weighted Quadruped with Leg Lift,fr,Quadrupède avec élévation de jambe lestée
HIP_STABILITY_WEIGHTED_SIDE_LYING_LEG_RAISE,HIP_STABILITY,WEIGHTED_SIDE_LYING_LEG_RAISE,en,Weighted Side-lying Leg Raise,fr,Élévation lestée latérale de jambe couché
HIP_STABILITY_WEIGHTED_SLIDING_HIP_ADDUCTION,HIP_STABILITY,WEIGHTED_SLIDING_HIP_ADDUCTION,en,Weighted Sliding Hip Adduction,fr,"Adduction de la hanche avec glissement, avec poids"
