key,category,exerciseName,name_en,name_fr
CURL_REVERSE_EZ_BAR_CURL,CURL,REVERSE_EZ_BAR_CURL,Reverse EZ-Bar Curl,Flexion inversée sur barre EZ
CURL_REVERSE_GRIP_BARBELL_BICEPS_CURL,CURL,REVERSE_GRIP_BARBELL_BICEPS_CURL,Reverse-grip Barbell Biceps Curl,Flexion biceps avec barre à disques en prise inversée
CURL_REVERSE_GRIP_WRIST_CURL,CURL,REVERSE_GRIP_WRIST_CURL,Reverse-grip Wrist Curl,Curl poignet à prise inversée
CURL_SEATED_ALTERNATING_DUMBBELL_BICEPS_CURL,CURL,SEATED_ALTERNATING_DUMBBELL_BICEPS_CURL,Seated Alternating Dumbbell Biceps Curl,Curl assis avec haltères en alternance
CURL_SEATED_DUMBBELL_BICEPS_CURL,CURL,SEATED_DUMBBELL_BICEPS_CURL,Seated Dumbbell Biceps Curl,Flexion biceps assis avec haltères
CURL_SEATED_REVERSE_DUMBBELL_CURL,CURL,SEATED_REVERSE_DUMBBELL_CURL,Seated Reverse Dumbbell Curl,Flexion assis avec haltères
CURL_SPLIT_STANCE_OFFSET_PINKY_DUMBBELL_CURL,CURL,SPLIT_STANCE_OFFSET_PINKY_DUMBBELL_CURL,Split-stance Offset Pinky Dumbbell Curl,Flexion en fente décalée avec haltères
CURL_STANDING_ALTERNATING_DUMBBELL_CURLS,CURL,STANDING_ALTERNATING_DUMBBELL_CURLS,Standing Alternating Dumbbell Curls,Flexions debout alternées avec haltères
CURL_STANDING_DUMBBELL_BICEPS_CURL,CURL,STANDING_DUMBBELL_BICEPS_CURL,Standing Dumbbell Biceps Curl,Flexion biceps debout avec haltères
CURL_STANDING_EZ_BAR_BICEPS_CURL,CURL,STANDING_EZ_BAR_BICEPS_CURL,Standing EZ-Bar Biceps Curl,Flexion biceps sur barre EZ
CURL_STANDING_ZOTTMAN_BICEPS_CURL,CURL,STANDING_ZOTTMAN_BICEPS_CURL,Standing Zottman Biceps Curl,Flexion biceps avec montée en supination et descente en pronation debout
CURL_STATIC_CURL,CURL,STATIC_CURL,Static Curl,Flexion statique
CURL_SWISS_BALL_DUMBBELL_OVERHEAD_TRICEPS_EXTENSION,CURL,SWISS_BALL_DUMBBELL_OVERHEAD_TRICEPS_EXTENSION,Swiss Ball Dumbbell Overhead Triceps Extension,Extension triceps avant avec haltères sur ballon d'exercices
CURL_SWISS_BALL_EZ_BAR_PREACHER_CURL,CURL,SWISS_BALL_EZ_BAR_PREACHER_CURL,Swiss Ball EZ-Bar Preacher Curl,Pupitre à biceps avec barre EZ sur ballon d'exercices
CURL_TWISTING_STANDING_DUMBBELL_BICEPS_CURL,CURL,TWISTING_STANDING_DUMBBELL_BICEPS_CURL,Twisting Standing Dumbbell Biceps Curl,Flexion-rotation biceps debout
CURL_WIDE_GRIP_EZ_BAR_BICEPS_CURL,CURL,WIDE_GRIP_EZ_BAR_BICEPS_CURL,Wide-grip EZ-Bar Biceps Curl,Flexion biceps prise large sur barre EZ
DEADLIFT_BARBELL_DEADLIFT,DEADLIFT,BARBELL_DEADLIFT,Barbell Deadlift,Soulevé de terre avec barre
DEADLIFT_BARBELL_STRAIGHT_LEG_DEADLIFT,DEADLIFT,BARBELL_STRAIGHT_LEG_DEADLIFT,Barbell Straight-leg Deadlift,Soulevé de terre appui verrouillé
DEADLIFT_DEADLIFT,DEADLIFT,DEADLIFT,Deadlift,Soulevé de terre
DEADLIFT_DUMBBELL_DEADLIFT,DEADLIFT,DUMBBELL_DEADLIFT,Dumbbell Deadlift,Soulevé de terre
DEADLIFT_DUMBBELL_SINGLE_LEG_DEADLIFT_TO_ROW,DEADLIFT,DUMBBELL_SINGLE_LEG_DEADLIFT_TO_ROW,Dumbbell Single-leg Deadlift to Row,Soulevé de terre sur tirage sur une jambe avec haltères
DEADLIFT_DUMBBELL_STRAIGHT_LEG_DEADLIFT,DEADLIFT,DUMBBELL_STRAIGHT_LEG_DEADLIFT,Dumbbell Straight-leg Deadlift,Soulevé de terre jambes tendues avec haltères
DEADLIFT_KETTLEBELL_DEADLIFT,DEADLIFT,KETTLEBELL_DEADLIFT,Kettlebell Deadlift,Soulevé de terre avec kettlebell
DEADLIFT_KETTLEBELL_FLOOR_TO_SHELF,DEADLIFT,KETTLEBELL_FLOOR_TO_SHELF,Kettlebell Floor to Shelf,Soulevé en diagonal avec Kettlebell
DEADLIFT_KETTLEBELL_SUMO_DEADLIFT,DEADLIFT,KETTLEBELL_SUMO_DEADLIFT,Kettlebell Sumo Deadlift,Soulevé de terre sumo avec kettlebell
DEADLIFT_ONE_ARM_ONE_LEG_DEADLIFT,DEADLIFT,ONE_ARM_ONE_LEG_DEADLIFT,One-arm One-leg Deadlift,Soulevé de terre à un bras et une jambe.
DEADLIFT_RACK_PULL,DEADLIFT,RACK_PULL,Rack Pull,Tirage rack
DEADLIFT_ROMANIAN_DEADLIFT,DEADLIFT,ROMANIAN_DEADLIFT,Romanian Deadlift,Soulevé de terre roumain
DEADLIFT_ROTATIONAL_DUMBBELL_STRAIGHT_LEG_DEADLIFT,DEADLIFT,ROTATIONAL_DUMBBELL_STRAIGHT_LEG_DEADLIFT,Rotational Dumbbell Straight-leg Deadlift,"Soulevés de terre, jambes tendues, en pivot"
DEADLIFT_SINGLE_ARM_DEADLIFT,DEADLIFT,SINGLE_ARM_DEADLIFT,Single-arm Deadlift,Soulevé de terre à un bras
DEADLIFT_SINGLE_LEG_BARBELL_DEADLIFT,DEADLIFT,SINGLE_LEG_BARBELL_DEADLIFT,Single-leg Barbell Deadlift,Soulevé de terre sur une jambe
DEADLIFT_SINGLE_LEG_BARBELL_STRAIGHT_LEG_DEADLIFT,DEADLIFT,SINGLE_LEG_BARBELL_STRAIGHT_LEG_DEADLIFT,Single-leg Barbell Straight-leg Deadlift,"Soulevé de terre sur une jambe, appui verrouillé"
DEADLIFT_SINGLE_LEG_DEADLIFT_WITH_BARBELL,DEADLIFT,SINGLE_LEG_DEADLIFT_WITH_BARBELL,Single-leg Deadlift with Barbell,Soulevé de terre sur une jambe avec barre
DEADLIFT_SINGLE_LEG_RDL_CIRCUIT,DEADLIFT,SINGLE_LEG_RDL_CIRCUIT,Single-leg RDL Circuit,Circuit soulevé de terre roumain sur une jambe
DEADLIFT_SINGLE_LEG_ROMANIAN_DEADLIFT_CIRCUIT,DEADLIFT,SINGLE_LEG_ROMANIAN_DEADLIFT_CIRCUIT,Single-leg Romanian Deadlift Circuit,Circuit de soulevé de terre roumain sur une jambe
DEADLIFT_SINGLE_LEG_ROMANIAN_DEADLIFT_WITH_DUMBBELL,DEADLIFT,SINGLE_LEG_ROMANIAN_DEADLIFT_WITH_DUMBBELL,Single-leg Romanian Deadlift with Dumbbell,Tirage dos avec haltères sur une jambe
DEADLIFT_STRAIGHT_LEG_DEADLIFT,DEADLIFT,STRAIGHT_LEG_DEADLIFT,Straight-leg Deadlift,Soulevé de terre jambes tendues
DEADLIFT_SUMO_DEADLIFT,DEADLIFT,SUMO_DEADLIFT,Sumo Deadlift,Soulevé de terre sumo
DEADLIFT_SUMO_DEADLIFT_HIGH_PULL,DEADLIFT,SUMO_DEADLIFT_HIGH_PULL,Sumo Deadlift High Pull,Soulevé de terre sumo
DEADLIFT_TRAP_BAR_DEADLIFT,DEADLIFT,TRAP_BAR_DEADLIFT,Trap-bar Deadlift,Soulevé de terre avec trap-bar
DEADLIFT_WIDE_GRIP_BARBELL_DEADLIFT,DEADLIFT,WIDE_GRIP_BARBELL_DEADLIFT,Wide-grip Barbell Deadlift,"Soulevé de terre à la barre, prise large"
FLYE_ARM_ROTATIONS,FLYE,ARM_ROTATIONS,Arm Rotations,Rotations de bras
FLYE_CABLE_CROSSOVER,FLYE,CABLE_CROSSOVER,Cable Crossover,Extension croisée à la poulie
FLYE_DECLINE_DUMBBELL_FLYE,FLYE,DECLINE_DUMBBELL_FLYE,Decline Dumbbell Fly,Développé couché décliné
FLYE_DUMBBELL_FLYE,FLYE,DUMBBELL_FLYE,Dumbbell Fly,Oiseau avec haltères
FLYE_FLYE,FLYE,FLYE,Fly,Écarté
FLYE_HUG_A_TREE,FLYE,HUG_A_TREE,Hug a Tree,Embrasser un arbre
FLYE_INCLINE_DUMBBELL_FLYE,FLYE,INCLINE_DUMBBELL_FLYE,Incline Dumbbell Fly,Écarté couché incliné avec haltères
FLYE_INCLINE_REVERSE_FLYE,FLYE,INCLINE_REVERSE_FLYE,Incline Reverse Fly,Écarté inversé incliné
FLYE_KETTLEBELL_FLYE,FLYE,KETTLEBELL_FLYE,Kettlebell Fly,Développé couché
FLYE_KNEELING_REAR_FLYE,FLYE,KNEELING_REAR_FLYE,Kneeling Rear Fly,Kneeling Rear Fly
FLYE_REAR_DELT_FLY_WHEELCHAIR,FLYE,REAR_DELT_FLY_WHEELCHAIR,Rear Delt Fly,Oiseau
FLYE_SINGLE_ARM_STANDING_CABLE_REVERSE_FLYE,FLYE,SINGLE_ARM_STANDING_CABLE_REVERSE_FLYE,Single-arm Standing Cable Reverse Fly,Écarté couché à la poulie debout à un bras
FLYE_SWISS_BALL_DUMBBELL_FLYE,FLYE,SWISS_BALL_DUMBBELL_FLYE,Swiss Ball Dumbbell Fly,Développé couché sur ballon d'exercice
HIP_RAISE_BARBELL_HIP_THRUST_ON_FLOOR,HIP_RAISE,BARBELL_HIP_THRUST_ON_FLOOR,Barbell Hip Thrust on Floor,Extension des hanches avec barre d’haltères au sol
HIP_RAISE_BARBELL_HIP_THRUST_WITH_BENCH,HIP_RAISE,BARBELL_HIP_THRUST_WITH_BENCH,Barbell Hip Thrust with Bench,Relevé de bassin avec barre sur banc
HIP_RAISE_BENT_KNEE_SWISS_BALL_REVERSE_HIP_RAISE,HIP_RAISE,BENT_KNEE_SWISS_BALL_REVERSE_HIP_RAISE,Bent-knee Swiss Ball Reverse Hip Raise,"Extension hanches, jambes fléchies sur ballon d'exercice"
HIP_RAISE_BRIDGE_WITH_LEG_EXTENSION,HIP_RAISE,BRIDGE_WITH_LEG_EXTENSION,Bridge with Leg Extension,Pont avec extension de jambes
HIP_RAISE_CLAMS,HIP_RAISE,CLAMS,Clams,Extension latérale jambes pliées
HIP_RAISE_CLAM_BRIDGE,HIP_RAISE,CLAM_BRIDGE,Clam Bridge,Exercice de la palourde
HIP_RAISE_FRONT_KICK_TABLETOP,HIP_RAISE,FRONT_KICK_TABLETOP,Front Kick Tabletop,Coup de pied direct sur surface plane
HIP_RAISE_HIP_EXTENSION_AND_CROSS,HIP_RAISE,HIP_EXTENSION_AND_CROSS,Hip Extension and Cross,Extension des cuisses
HIP_RAISE_HIP_RAISE,HIP_RAISE,HIP_RAISE,Hip Raise,Extension De La Hanche
HIP_RAISE_HIP_RAISE_WITH_FEET_ON_SWISS_BALL,HIP_RAISE,HIP_RAISE_WITH_FEET_ON_SWISS_BALL,Hip Raise with Feet on Swiss Ball,Extension de hanche les pieds sur le ballon d'exercice
HIP_RAISE_HIP_RAISE_WITH_HEAD_ON_BOSU_BALL,HIP_RAISE,HIP_RAISE_WITH_HEAD_ON_BOSU_BALL,Hip Raise with Head on Bosu® Balance Trainer,Élévation de hanches avec la tête sur Bosu® Balance Trainer
HIP_RAISE_HIP_RAISE_WITH_HEAD_ON_SWISS_BALL,HIP_RAISE,HIP_RAISE_WITH_HEAD_ON_SWISS_BALL,Hip Raise with Head on Swiss Ball,"Extension hanches, tête sur ballon d'exercice"
HIP_RAISE_HIP_RAISE_WITH_KNEE_SQUEEZE,HIP_RAISE,HIP_RAISE_WITH_KNEE_SQUEEZE,Hip Raise with Knee Squeeze,Extension de hanches en serrant les genoux
HIP_RAISE_INCLINE_REAR_LEG_EXTENSION,HIP_RAISE,INCLINE_REAR_LEG_EXTENSION,Incline Rear-leg Extension,Extension jambe arrière inclinée
HIP_RAISE_KETTLEBELL_SWING,HIP_RAISE,KETTLEBELL_SWING,Kettlebell Swing,Kettlebell Swing
HIP_RAISE_LEG_CIRCLES,HIP_RAISE,LEG_CIRCLES,Leg Circles,Rotation des jambes
HIP_RAISE_LEG_LIFT,HIP_RAISE,LEG_LIFT,Leg Lift,Levé de jambe
HIP_RAISE_LEG_LIFT_IN_EXTERNAL_ROTATION,HIP_RAISE,LEG_LIFT_IN_EXTERNAL_ROTATION,Leg Lift in External Rotation,Lever de jambe en rotation externe
HIP_RAISE_MARCHING_HIP_RAISE,HIP_RAISE,MARCHING_HIP_RAISE,Marching Hip Raise,Élévation du bassin
HIP_RAISE_MARCHING_HIP_RAISE_WITH_FEET_ON_A_SWISS_BALL,HIP_RAISE,MARCHING_HIP_RAISE_WITH_FEET_ON_A_SWISS_BALL,Marching Hip Raise with Feet on a Swiss Ball,Élévation de hanches pieds sur le ballon d'exercice en marche
HIP_RAISE_REVERSE_HIP_RAISE,HIP_RAISE,REVERSE_HIP_RAISE,Reverse Hip Raise,Extension inversée des hanches
HIP_RAISE_SINGLE_LEG_HIP_RAISE,HIP_RAISE,SINGLE_LEG_HIP_RAISE,Single-leg Hip Raise,Extension de hanche sur une jambe
HIP_RAISE_SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_BENCH,HIP_RAISE,SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_BENCH,Single-leg Hip Raise with Foot on Bench,Extension de hanche sur une jambe avec pied sur banc
HIP_RAISE_SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_BOSU_BALL,HIP_RAISE,SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_BOSU_BALL,Single-leg Hip Raise with Foot on Bosu® Balance Trainer,Élévation de hanches sur une jambe avec le pied sur Bosu® Balance Trainer
HIP_RAISE_SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_FOAM_ROLLER,HIP_RAISE,SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_FOAM_ROLLER,Single-leg Hip Raise with Foot on Foam Roller,Extension des hanches sur une jambe avec pied sur le rouleau Pilates
HIP_RAISE_SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_MEDICINE_BALL,HIP_RAISE,SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_MEDICINE_BALL,Single-leg Hip Raise with Foot on Medicine Ball,Extension des hanches sur une jambe avec pied sur médecine ball
HIP_RAISE_SINGLE_LEG_HIP_RAISE_WITH_HEAD_ON_BOSU_BALL,HIP_RAISE,SINGLE_LEG_HIP_RAISE_WITH_HEAD_ON_BOSU_BALL,Single-leg Hip Raise with Head on Bosu® Balance Trainer,Élévation de hanches sur une jambe avec la tête sur Bosu® Balance Trainer
HIP_RAISE_SINGLE_LEG_SWISS_BALL_HIP_RAISE_AND_LEG_CURL,HIP_RAISE,SINGLE_LEG_SWISS_BALL_HIP_RAISE_AND_LEG_CURL,Single-leg Swiss Ball Hip Raise and Leg Curl,Pont avec extension de jambes et élévation de hanches sur ballon d'exercice
HIP_RAISE_WEIGHTED_BENT_KNEE_SWISS_BALL_REVERSE_HIP_RAISE,HIP_RAISE,WEIGHTED_BENT_KNEE_SWISS_BALL_REVERSE_HIP_RAISE,Weighted Bent-knee Swiss Ball Reverse Hip Raise,"Extensions hanches, jambes fléchies sur ballon d'exercice avec poids"
HIP_RAISE_WEIGHTED_BRIDGE_WITH_LEG_EXTENSION,HIP_RAISE,WEIGHTED_BRIDGE_WITH_LEG_EXTENSION,Weighted Bridge with Leg Extension,"Pont avec jambe tendue, avec poids"
HIP_RAISE_WEIGHTED_CLAM_BRIDGE,HIP_RAISE,WEIGHTED_CLAM_BRIDGE,Weighted Clam Bridge,Exercice de la palourde avec haltère
HIP_RAISE_WEIGHTED_FRONT_KICK_TABLETOP,HIP_RAISE,WEIGHTED_FRONT_KICK_TABLETOP,Weighted Front Kick Tabletop,Coup de pied direct le dos horizontal avec poids
HIP_RAISE_WEIGHTED_HIP_EXTENSION_AND_CROSS,HIP_RAISE,WEIGHTED_HIP_EXTENSION_AND_CROSS,Weighted Hip Extension and Cross,Extension des hanches en croisement avec poids
HIP_RAISE_WEIGHTED_HIP_RAISE,HIP_RAISE,WEIGHTED_HIP_RAISE,Weighted Hip Raise,Relevé de hanches avec poids
HIP_RAISE_WEIGHTED_HIP_RAISE_WITH_FEET_ON_SWISS_BALL,HIP_RAISE,WEIGHTED_HIP_RAISE_WITH_FEET_ON_SWISS_BALL,Weighted Hip Raise with Feet on Swiss Ball,Relevé de hanches pieds sur le ballon d'exercice avec poids
HIP_RAISE_WEIGHTED_HIP_RAISE_WITH_HEAD_ON_BOSU_BALL,HIP_RAISE,WEIGHTED_HIP_RAISE_WITH_HEAD_ON_BOSU_BALL,Weighted Hip Raise with Head on Bosu® Balance Trainer,Élévation lestée de hanche avec la tête sur Bosu® Balance Trainer
HIP_RAISE_WEIGHTED_HIP_RAISE_WITH_HEAD_ON_SWISS_BALL,HIP_RAISE,WEIGHTED_HIP_RAISE_WITH_HEAD_ON_SWISS_BALL,Weighted Hip Raise with Head on Swiss Ball,Relevé de hanches tête sur le ballon d'exercice avec poids
HIP_RAISE_WEIGHTED_HIP_RAISE_WITH_KNEE_SQUEEZE,HIP_RAISE,WEIGHTED_HIP_RAISE_WITH_KNEE_SQUEEZE,Weighted Hip Raise with Knee Squeeze,Relevé des hanches genoux serrés avec poids
HIP_RAISE_WEIGHTED_INCLINE_REAR_LEG_EXTENSION,HIP_RAISE,WEIGHTED_INCLINE_REAR_LEG_EXTENSION,Weighted Incline Rear-leg Extension,Extension jambe arrière inclinée avec poids
HIP_RAISE_WEIGHTED_MARCHING_HIP_RAISE,HIP_RAISE,WEIGHTED_MARCHING_HIP_RAISE,Weighted Marching Hip Raise,Élévation du bassin et relevé de jambe avec poids
HIP_RAISE_WEIGHTED_MARCHING_HIP_RAISE_WITH_FEET_ON_A_SWISS_BALL,HIP_RAISE,WEIGHTED_MARCHING_HIP_RAISE_WITH_FEET_ON_A_SWISS_BALL,Weighted Marching Hip Raise with Feet on a Swiss Ball,Élévation lestée de hanches pieds sur le ballon d'exercice en marche
HIP_RAISE_WEIGHTED_REVERSE_HIP_RAISE,HIP_RAISE,WEIGHTED_REVERSE_HIP_RAISE,Weighted Reverse Hip Raise,Relevé de hanches inversé avec poids
HIP_RAISE_WEIGHTED_SINGLE_LEG_HIP_RAISE,HIP_RAISE,WEIGHTED_SINGLE_LEG_HIP_RAISE,Weighted Single-leg Hip Raise,Relevé de hanches sur une jambe avec poids
HIP_RAISE_WEIGHTED_SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_BENCH,HIP_RAISE,WEIGHTED_SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_BENCH,Weighted Single-leg Hip Raise with Foot on Bench,"Relevé de hanches sur une jambe avec poids, pied sur le banc"
HIP_RAISE_WEIGHTED_SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_BOSU_BALL,HIP_RAISE,WEIGHTED_SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_BOSU_BALL,Weighted Single-leg Hip Raise with Foot on Bosu® Balance Trainer,Élévation lestée de hanches sur une jambe avec le pied sur Bosu® Balance Trainer
HIP_RAISE_WEIGHTED_SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_FOAM_ROLLER,HIP_RAISE,WEIGHTED_SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_FOAM_ROLLER,Weighted Single-leg Hip Raise with Foot on Foam Roller,"Relevé de hanches sur une jambe avec poids, pied sur le rouleau de massage"
HIP_RAISE_WEIGHTED_SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_MEDICINE_BALL,HIP_RAISE,WEIGHTED_SINGLE_LEG_HIP_RAISE_WITH_FOOT_ON_MEDICINE_BALL,Weighted Single-leg Hip Raise with Foot on Medicine Ball,"Relevé de hanches sur une jambe avec poids, pied sur le medicine ball"
HIP_RAISE_WEIGHTED_SINGLE_LEG_HIP_RAISE_WITH_HEAD_ON_BOSU_BALL,HIP_RAISE,WEIGHTED_SINGLE_LEG_HIP_RAISE_WITH_HEAD_ON_BOSU_BALL,Weighted Single-leg Hip Raise with Head on Bosu® Balance Trainer,Élévation lestée de hanches sur une jambe avec la tête sur Bosu® Balance Trainer
HIP_STABILITY_BAND_SIDE_LYING_LEG_RAISE,HIP_STABILITY,BAND_SIDE_LYING_LEG_RAISE,Band Side-lying Leg Raise,Relevé de jambe latéral allongé avec bande élastique
HIP_STABILITY_DEAD_BUG,HIP_STABILITY,DEAD_BUG,Dead Bug,Dead Bug
HIP_STABILITY_EXTERNAL_HIP_RAISE,HIP_STABILITY,EXTERNAL_HIP_RAISE,External Hip Raise,Extension hanches vers l'extérieur
HIP_STABILITY_FIRE_HYDRANT_KICKS,HIP_STABILITY,FIRE_HYDRANT_KICKS,Fire Hydrant Kicks,Coup de pied latéral
HIP_STABILITY_HIP_CIRCLES,HIP_STABILITY,HIP_CIRCLES,Hip Circles,Cercles de hanche
HIP_STABILITY_HIP_STABILITY,HIP_STABILITY,HIP_STABILITY,Hip Stability,Stabilité des hanches
HIP_STABILITY_INNER_THIGH_LIFT,HIP_STABILITY,INNER_THIGH_LIFT,Inner-thigh Lift,Relevé intérieur de cuisse
HIP_STABILITY_LATERAL_WALKS_WITH_BAND_AT_ANKLES,HIP_STABILITY,LATERAL_WALKS_WITH_BAND_AT_ANKLES,Lateral Walks with Band at Ankles,Marche latérale avec bande élastique aux chevilles
HIP_STABILITY_LYING_ABDUCTION_STRETCH,HIP_STABILITY,LYING_ABDUCTION_STRETCH,Lying Abduction Stretch,Extension abducteurs couché
HIP_STABILITY_PRETZEL_SIDE_KICK,HIP_STABILITY,PRETZEL_SIDE_KICK,Pretzel Side Kick,Coup de pied latéral Pretzel
HIP_STABILITY_PRONE_HIP_INTERNAL_ROTATION,HIP_STABILITY,PRONE_HIP_INTERNAL_ROTATION,Prone Hip Internal Rotation,"Rotation interne de la hanche, position allongée sur le ventre"
HIP_STABILITY_QUADRUPED,HIP_STABILITY,QUADRUPED,Quadruped,Quadrupède
HIP_STABILITY_QUADRUPED_HIP_EXTENSION,HIP_STABILITY,QUADRUPED_HIP_EXTENSION,Quadruped Hip Extension,Extension de hanches à quatre pattes
HIP_STABILITY_QUADRUPED_WITH_LEG_LIFT,HIP_STABILITY,QUADRUPED_WITH_LEG_LIFT,Quadruped with Leg Lift,Quadrupède avec relevé de jambe
HIP_STABILITY_SIDE_LYING_LEG_RAISE,HIP_STABILITY,SIDE_LYING_LEG_RAISE,Side-lying Leg Raise,Élévation latérale de jambe couché
HIP_STABILITY_SLIDING_HIP_ADDUCTION,HIP_STABILITY,SLIDING_HIP_ADDUCTION,Sliding Hip Adduction,Abduction de la hanche avec glissement
HIP_STABILITY_STANDING_ADDUCTION,HIP_STABILITY,STANDING_ADDUCTION,Standing Adduction,Adduction debout
HIP_STABILITY_STANDING_CABLE_HIP_ABDUCTION,HIP_STABILITY,STANDING_CABLE_HIP_ABDUCTION,Standing Cable Hip Abduction,Abduction de la hanche debout à la poulie
HIP_STABILITY_STANDING_HIP_ABDUCTION,HIP_STABILITY,STANDING_HIP_ABDUCTION,Standing Hip Abduction,Abduction de la hanche debout
HIP_STABILITY_STANDING_REAR_LEG_RAISE,HIP_STABILITY,STANDING_REAR_LEG_RAISE,Standing Rear-leg Raise,Élévation de jambe arrière debout
HIP_STABILITY_SUPINE_HIP_INTERNAL_ROTATION,HIP_STABILITY,SUPINE_HIP_INTERNAL_ROTATION,Supine Hip Internal Rotation,"Rotation interne de la hanche, position allongée sur le dos"
HIP_STABILITY_WEIGHTED_DEAD_BUG,HIP_STABILITY,WEIGHTED_DEAD_BUG,Weighted Dead Bug,Dead Bug avec poids
HIP_STABILITY_WEIGHTED_EXTERNAL_HIP_RAISE,HIP_STABILITY,WEIGHTED_EXTERNAL_HIP_RAISE,Weighted External Hip Raise,Relevé de hanches externe avec poids
HIP_STABILITY_WEIGHTED_FIRE_HYDRANT_KICKS,HIP_STABILITY,WEIGHTED_FIRE_HYDRANT_KICKS,Weighted Fire Hydrant Kicks,Coupe de pied latéral avec poids
HIP_STABILITY_WEIGHTED_HIP_CIRCLES,HIP_STABILITY,WEIGHTED_HIP_CIRCLES,Weighted Hip Circles,Cercles de hanches avec poids
HIP_STABILITY_WEIGHTED_INNER_THIGH_LIFT,HIP_STABILITY,WEIGHTED_INNER_THIGH_LIFT,Weighted Inner-thigh Lift,Relevé intérieur de cuisse avec poids
HIP_STABILITY_WEIGHTED_PRETZEL_SIDE_KICK,HIP_STABILITY,WEIGHTED_PRETZEL_SIDE_KICK,Weighted Pretzel Side Kick,Coupe de pied latéral Pretzel avec poids
HIP_STABILITY_WEIGHTED_PRONE_HIP_INTERNAL_ROTATION,HIP_STABILITY,WEIGHTED_PRONE_HIP_INTERNAL_ROTATION,Weighted Prone Hip Internal Rotation,"Rotation interne de la hanche, allongé sur le ventre, avec poids"
HIP_STABILITY_WEIGHTED_QUADRUPED_HIP_EXTENSION,HIP_STABILITY,WEIGHTED_QUADRUPED_HIP_EXTENSION,Weighted Quadruped Hip Extension,Extension de hanche à quatre pattes avec poids
HIP_STABILITY_WEIGHTED_QUADRUPED_WITH_LEG_LIFT,HIP_STABILITY,WEIGHTED_QUADRUPED_WITH_LEG_LIFT,Weighted Quadruped with Leg Lift,Quadrupède avec élévation de jambe lestée
HIP_STABILITY_WEIGHTED_SIDE_LYING_LEG_RAISE,HIP_STABILITY,WEIGHTED_SIDE_LYING_LEG_RAISE,Weighted Side-lying Leg Raise,Élévation lestée latérale de jambe couché
HIP_STABILITY_WEIGHTED_SLIDING_HIP_ADDUCTION,HIP_STABILITY,WEIGHTED_SLIDING_HIP_ADDUCTION,Weighted Sliding Hip Adduction,"Adduction de la hanche avec glissement, avec poids"
HIP_STABILITY_WEIGHTED_STANDING_ADDUCTION,HIP_STABILITY,WEIGHTED_STANDING_ADDUCTION,Weighted Standing Adduction,Adduction debout avec poids
HIP_STABILITY_WEIGHTED_STANDING_HIP_ABDUCTION,HIP_STABILITY,WEIGHTED_STANDING_HIP_ABDUCTION,Weighted Standing Hip Abduction,Abduction de la hanche debout avec poids
HIP_STABILITY_WEIGHTED_STANDING_REAR_LEG_RAISE,HIP_STABILITY,WEIGHTED_STANDING_REAR_LEG_RAISE,Weighted Standing Rear-leg Raise,Élévation lestée de jambe arrière debout
HIP_STABILITY_WEIGHTED_SUPINE_HIP_INTERNAL_ROTATION,HIP_STABILITY,WEIGHTED_SUPINE_HIP_INTERNAL_ROTATION,Weighted Supine Hip Internal Rotation,"Rotation interne de la hanche, allongé sur le dos, avec poids"
HIP_SWING_HIP_SWING,HIP_SWING,HIP_SWING,Hip Swing,Balancement de hanches
HIP_SWING_ONE_ARM_SWING,HIP_SWING,ONE_ARM_SWING,One-arm Swing,Bascule à un bras
HIP_SWING_SINGLE_ARM_DUMBBELL_SWING,HIP_SWING,SINGLE_ARM_DUMBBELL_SWING,Single-arm Dumbbell Swing,Balancement avec haltère sur un bras
HIP_SWING_SINGLE_ARM_KETTLEBELL_SWING,HIP_SWING,SINGLE_ARM_KETTLEBELL_SWING,Single-arm Kettlebell Swing,Balancement de kettlebell à un bras
HIP_SWING_STEP_OUT_SWING,HIP_SWING,STEP_OUT_SWING,Step-out Swing,Balancement-pas sur le côté
HYPEREXTENSION_BACK_EXTENSION_WITH_OPPOSITE_ARM_AND_LEG_REACH,HYPEREXTENSION,BACK_EXTENSION_WITH_OPPOSITE_ARM_AND_LEG_REACH,Back Extension with Opposite Arm and Leg Reach,Extension dorsale avec étirement jambe et bras opposés
HYPEREXTENSION_BASE_ROTATIONS,HYPEREXTENSION,BASE_ROTATIONS,Base Rotations,Rotations des appuis
